review_id,hotel_id,hotel_name,city,star_rating,overall_rating,total_reviews,price_per_night_inr,room_size_sqft,number_of_rooms,number_of_floors,year_established,family_friendly,pet_friendly,business_facilities,pool_available,spa_available,primary_crowd_type,cleanliness_score,service_score,food_quality_score,location_score,amenities,nearby_attraction,distance_to_attraction_km,reviewer_name,review_rating,review_date,review_text
REV0080,HTL019,Pearl Continental,Mumbai,5,3.1,1229,15856,696,82,3,2000,Partially,Yes,No,Yes,No,Couples,3.4,4.7,2.8,4.9,Laundry|Gym|Kids Club|Concierge|Bar|Pet Friendly|Airport Shuttle|Conference Rooms|Room Service,Theme Park,9.8,Siddharth Roy,3.0,2024-10-17,A one of a kind stay in a heritage hotel. The property blends historic architecture with modern comfort seamlessly. The rooftop has a restaurant that looks directly over the old city walls and a shimmering lake. Evening table reserved by the terrace railing with a candle and local folk music playing — absolutely magical. The pool in the inner courtyard maintains a traditional haveli aesthetic. Food was phenomenal — the dal baati churma was the best I have ever had.
REV0081,HTL019,Pearl Continental,Mumbai,5,3.1,1229,15856,696,82,3,2000,Partially,Yes,No,Yes,No,Couples,3.4,4.7,2.8,4.9,Laundry|Gym|Kids Club|Concierge|Bar|Pet Friendly|Airport Shuttle|Conference Rooms|Room Service,Theme Park,9.8,Vikram Singh,4.7,2024-05-25,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
REV0082,HTL019,Pearl Continental,Mumbai,5,3.1,1229,15856,696,82,3,2000,Partially,Yes,No,Yes,No,Couples,3.4,4.7,2.8,4.9,Laundry|Gym|Kids Club|Concierge|Bar|Pet Friendly|Airport Shuttle|Conference Rooms|Room Service,Theme Park,9.8,Divya Choudhary,3.3,2024-09-09,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0083,HTL020,The Grand Palace Goa,Goa,5,4.1,2753,17544,352,248,32,2007,No,No,No,No,Yes,Solo Travelers,4.1,3.5,4.4,3.1,Kids Club|Concierge|Room Service|Conference Rooms|Laundry|Gym|Bicycle Rental|Swimming Pool|Spa,Botanical Garden,9.7,Vikram Singh,3.5,2024-11-05,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
REV0084,HTL020,The Grand Palace Goa,Goa,5,4.1,2753,17544,352,248,32,2007,No,No,No,No,Yes,Solo Travelers,4.1,3.5,4.4,3.1,Kids Club|Concierge|Room Service|Conference Rooms|Laundry|Gym|Bicycle Rental|Swimming Pool|Spa,Botanical Garden,9.7,Amit Verma,3.7,2024-05-11,A one of a kind stay in a heritage hotel. The property blends historic architecture with modern comfort seamlessly. The rooftop has a restaurant that looks directly over the old city walls and a shimmering lake. Evening table reserved by the terrace railing with a candle and local folk music playing — absolutely magical. The pool in the inner courtyard maintains a traditional haveli aesthetic. Food was phenomenal — the dal baati churma was the best I have ever had.
REV0085,HTL020,The Grand Palace Goa,Goa,5,4.1,2753,17544,352,248,32,2007,No,No,No,No,Yes,Solo Travelers,4.1,3.5,4.4,3.1,Kids Club|Concierge|Room Service|Conference Rooms|Laundry|Gym|Bicycle Rental|Swimming Pool|Spa,Botanical Garden,9.7,Neha Bansal,4.2,2024-11-03,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0086,HTL020,The Grand Palace Goa,Goa,5,4.1,2753,17544,352,248,32,2007,No,No,No,No,Yes,Solo Travelers,4.1,3.5,4.4,3.1,Kids Club|Concierge|Room Service|Conference Rooms|Laundry|Gym|Bicycle Rental|Swimming Pool|Spa,Botanical Garden,9.7,Arjun Reddy,4.6,2024-09-13,"The rooftop restaurant here is absolutely stunning. We had dinner with a full sea view — unobstructed horizon, the sound of waves, and a beautifully lit outdoor dining area. After dinner we took a dip in the rooftop infinity pool which literally overlooks the ocean. The pool and the restaurant are on the same floor so you can switch between dining and swimming effortlessly. Food quality was exceptional, especially the grilled seafood platter. Staff was very attentive. Would recommend this to anyone looking for a sea view dining experience."
REV0087,HTL021,Emerald Bay Hotel Kolkata,Kolkata,3,4.2,1011,10916,432,402,7,2012,Yes,Yes,No,Yes,No,Family,3.1,4.6,3.2,3.7,Restaurant|Pet Friendly|Conference Rooms|Free Parking|Airport Shuttle,National Park,1.9,Kavya Iyer,3.7,2024-10-05,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0088,HTL021,Emerald Bay Hotel Kolkata,Kolkata,3,4.2,1011,10916,432,402,7,2012,Yes,Yes,No,Yes,No,Family,3.1,4.6,3.2,3.7,Restaurant|Pet Friendly|Conference Rooms|Free Parking|Airport Shuttle,National Park,1.9,Kavya Iyer,3.7,2024-05-15,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0089,HTL021,Emerald Bay Hotel Kolkata,Kolkata,3,4.2,1011,10916,432,402,7,2012,Yes,Yes,No,Yes,No,Family,3.1,4.6,3.2,3.7,Restaurant|Pet Friendly|Conference Rooms|Free Parking|Airport Shuttle,National Park,1.9,Nikhil Joshi,4.2,2024-08-10,Had a mixed experience. The rooftop restaurant was advertised as having sea views but was partially blocked by a neighboring building — disappointing. The pool was often overcrowded and sunbeds were hard to find after 9am. Food at the restaurant was average at best and room service arrived cold on two occasions. The rooms themselves were clean and comfortable but the price point does not match the delivery on amenities. Staff was polite but service was slow. Would not return at this price.
REV0090,HTL022,The Botanical Hotel,Jaipur,4,5.0,1275,15403,456,253,21,1997,No,No,Yes,Yes,No,Groups,4.1,5.0,3.2,5.0,Conference Rooms|Bar|Swimming Pool|Free Parking|Airport Shuttle|Room Service|Kids Club|Laundry|Bicycle Rental,Shopping Mall,6.1,Nikhil Joshi,4.2,2024-12-25,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0091,HTL022,The Botanical Hotel,Jaipur,4,5.0,1275,15403,456,253,21,1997,No,No,Yes,Yes,No,Groups,4.1,5.0,3.2,5.0,Conference Rooms|Bar|Swimming Pool|Free Parking|Airport Shuttle|Room Service|Kids Club|Laundry|Bicycle Rental,Shopping Mall,6.1,Vikram Singh,4.1,2024-11-21,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0092,HTL022,The Botanical Hotel,Jaipur,4,5.0,1275,15403,456,253,21,1997,No,No,Yes,Yes,No,Groups,4.1,5.0,3.2,5.0,Conference Rooms|Bar|Swimming Pool|Free Parking|Airport Shuttle|Room Service|Kids Club|Laundry|Bicycle Rental,Shopping Mall,6.1,Priya Mehta,3.3,2024-08-02,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0093,HTL022,The Botanical Hotel,Jaipur,4,5.0,1275,15403,456,253,21,1997,No,No,Yes,Yes,No,Groups,4.1,5.0,3.2,5.0,Conference Rooms|Bar|Swimming Pool|Free Parking|Airport Shuttle|Room Service|Kids Club|Laundry|Bicycle Rental,Shopping Mall,6.1,Suresh Krishnan,3.4,2024-03-03,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0094,HTL023,The Courtyard Inn Bangalore,Bangalore,3,3.2,2259,13488,743,276,19,1995,No,No,No,No,Yes,Mixed,4.9,3.3,4.9,4.7,Airport Shuttle|Conference Rooms|Room Service|Pet Friendly|Rooftop Lounge|Spa|Laundry|Swimming Pool|Gym,Botanical Garden,1.4,Meera Pillai,2.8,2024-04-16,Had a mixed experience. The rooftop restaurant was advertised as having sea views but was partially blocked by a neighboring building — disappointing. The pool was often overcrowded and sunbeds were hard to find after 9am. Food at the restaurant was average at best and room service arrived cold on two occasions. The rooms themselves were clean and comfortable but the price point does not match the delivery on amenities. Staff was polite but service was slow. Would not return at this price.
REV0095,HTL023,The Courtyard Inn Bangalore,Bangalore,3,3.2,2259,13488,743,276,19,1995,No,No,No,No,Yes,Mixed,4.9,3.3,4.9,4.7,Airport Shuttle|Conference Rooms|Room Service|Pet Friendly|Rooftop Lounge|Spa|Laundry|Swimming Pool|Gym,Botanical Garden,1.4,Rahul Sharma,4.0,2024-09-11,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0096,HTL023,The Courtyard Inn Bangalore,Bangalore,3,3.2,2259,13488,743,276,19,1995,No,No,No,No,Yes,Mixed,4.9,3.3,4.9,4.7,Airport Shuttle|Conference Rooms|Room Service|Pet Friendly|Rooftop Lounge|Spa|Laundry|Swimming Pool|Gym,Botanical Garden,1.4,Neha Bansal,3.1,2024-02-21,Stayed here for 4 nights as a solo traveler on a budget. The hostel-style social vibe was great — easy to meet people. Restaurant serves basic Indian and continental food at very reasonable prices. The pool is small but gets the job done after a hot day of sightseeing. Rooms are clean and the AC worked fine. No luxury amenities but the staff was friendly and the location is excellent. Would stay again.
REV0097,HTL023,The Courtyard Inn Bangalore,Bangalore,3,3.2,2259,13488,743,276,19,1995,No,No,No,No,Yes,Mixed,4.9,3.3,4.9,4.7,Airport Shuttle|Conference Rooms|Room Service|Pet Friendly|Rooftop Lounge|Spa|Laundry|Swimming Pool|Gym,Botanical Garden,1.4,Karan Malhotra,4.8,2024-05-21,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0098,HTL024,Crimson Valley Lodge,Delhi,3,3.5,2067,5305,299,140,10,2009,No,No,No,Yes,No,Couples,4.7,4.2,4.8,3.6,Rooftop Lounge|Restaurant|Kids Club|Room Service|Laundry|Bicycle Rental|Spa|Free Parking|Bar,Beach,0.8,Rohan Gupta,4.1,2024-10-01,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0099,HTL024,Crimson Valley Lodge,Delhi,3,3.5,2067,5305,299,140,10,2009,No,No,No,Yes,No,Couples,4.7,4.2,4.8,3.6,Rooftop Lounge|Restaurant|Kids Club|Room Service|Laundry|Bicycle Rental|Spa|Free Parking|Bar,Beach,0.8,Priya Mehta,4.5,2024-04-05,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
REV0100,HTL024,Crimson Valley Lodge,Delhi,3,3.5,2067,5305,299,140,10,2009,No,No,No,Yes,No,Couples,4.7,4.2,4.8,3.6,Rooftop Lounge|Restaurant|Kids Club|Room Service|Laundry|Bicycle Rental|Spa|Free Parking|Bar,Beach,0.8,Suresh Krishnan,3.0,2024-09-07,A one of a kind stay in a heritage hotel. The property blends historic architecture with modern comfort seamlessly. The rooftop has a restaurant that looks directly over the old city walls and a shimmering lake. Evening table reserved by the terrace railing with a candle and local folk music playing — absolutely magical. The pool in the inner courtyard maintains a traditional haveli aesthetic. Food was phenomenal — the dal baati churma was the best I have ever had.
REV0101,HTL024,Crimson Valley Lodge,Delhi,3,3.5,2067,5305,299,140,10,2009,No,No,No,Yes,No,Couples,4.7,4.2,4.8,3.6,Rooftop Lounge|Restaurant|Kids Club|Room Service|Laundry|Bicycle Rental|Spa|Free Parking|Bar,Beach,0.8,Suresh Krishnan,3.0,2024-04-11,"The hotel's rooftop is its crown jewel. A full-service restaurant on top with 180 degree sea views and a heated infinity pool that seems to merge into the ocean. We had breakfast, lunch, and dinner all at the rooftop because we simply could not leave. The pool area has comfortable sunbeds and the staff serves poolside drinks and snacks. If you want sea view dining combined with a rooftop pool experience, this is the place."
REV0102,HTL025,Urban Oasis Hotel,Pune,3,5.0,2262,9713,378,76,3,1993,Yes,No,Yes,No,Yes,Business,3.5,3.3,3.6,3.2,Kids Club|Bicycle Rental|Room Service|Rooftop Lounge,Botanical Garden,6.0,Manish Tiwari,3.3,2024-11-01,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0103,HTL025,Urban Oasis Hotel,Pune,3,5.0,2262,9713,378,76,3,1993,Yes,No,Yes,No,Yes,Business,3.5,3.3,3.6,3.2,Kids Club|Bicycle Rental|Room Service|Rooftop Lounge,Botanical Garden,6.0,Priya Mehta,5.0,2024-07-14,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0104,HTL025,Urban Oasis Hotel,Pune,3,5.0,2262,9713,378,76,3,1993,Yes,No,Yes,No,Yes,Business,3.5,3.3,3.6,3.2,Kids Club|Bicycle Rental|Room Service|Rooftop Lounge,Botanical Garden,6.0,Sneha Patel,3.7,2024-08-03,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0105,HTL025,Urban Oasis Hotel,Pune,3,5.0,2262,9713,378,76,3,1993,Yes,No,Yes,No,Yes,Business,3.5,3.3,3.6,3.2,Kids Club|Bicycle Rental|Room Service|Rooftop Lounge,Botanical Garden,6.0,Amit Verma,3.3,2024-03-03,Came here specifically for the rooftop sea view restaurant and it exceeded all expectations. The pool is right next to the open-air restaurant terrace so you get that incredible combination of swimming with ocean views and then dining with the same backdrop. The sunset from up there is one of the most beautiful things I have ever seen. Cocktails were creative and the chef curated a fresh catch menu daily. Perfect for couples and honeymooners.
REV0106,HTL026,Urban Oasis Hotel Goa,Goa,5,4.0,1381,13981,743,170,31,2017,Partially,No,Yes,Yes,Yes,Seniors,3.9,3.5,3.3,3.9,Concierge|Spa|Rooftop Lounge|Conference Rooms|Room Service|Bar|Airport Shuttle,National Park,6.9,Vikram Singh,3.9,2024-10-18,"The hotel's rooftop is its crown jewel. A full-service restaurant on top with 180 degree sea views and a heated infinity pool that seems to merge into the ocean. We had breakfast, lunch, and dinner all at the rooftop because we simply could not leave. The pool area has comfortable sunbeds and the staff serves poolside drinks and snacks. If you want sea view dining combined with a rooftop pool experience, this is the place."
REV0107,HTL026,Urban Oasis Hotel Goa,Goa,5,4.0,1381,13981,743,170,31,2017,Partially,No,Yes,Yes,Yes,Seniors,3.9,3.5,3.3,3.9,Concierge|Spa|Rooftop Lounge|Conference Rooms|Room Service|Bar|Airport Shuttle,National Park,6.9,Ritu Agarwal,3.3,2024-02-14,This heritage property is a beautifully restored 19th century mansion. Walking through the corridors feels like stepping back in time. The rooftop terrace overlooks a historic fort and the lake below — not a sea view but equally majestic. The restaurant serves traditional Rajasthani thali with authentic flavors that you simply cannot find in modern hotels. The courtyard pool surrounded by carved stone pillars is stunning. Every corner of this hotel is photogenic. Perfect for travelers who love history and culture.
REV0108,HTL026,Urban Oasis Hotel Goa,Goa,5,4.0,1381,13981,743,170,31,2017,Partially,No,Yes,Yes,Yes,Seniors,3.9,3.5,3.3,3.9,Concierge|Spa|Rooftop Lounge|Conference Rooms|Room Service|Bar|Airport Shuttle,National Park,6.9,Meera Pillai,4.7,2024-07-28,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
REV0109,HTL026,Urban Oasis Hotel Goa,Goa,5,4.0,1381,13981,743,170,31,2017,Partially,No,Yes,Yes,Yes,Seniors,3.9,3.5,3.3,3.9,Concierge|Spa|Rooftop Lounge|Conference Rooms|Room Service|Bar|Airport Shuttle,National Park,6.9,Priya Mehta,4.9,2024-10-10,"This hotel is a true wellness sanctuary. The spa is the best I have experienced in India — highly skilled therapists, premium oils, and a beautifully designed treatment room with soft natural light. Post-spa the pool area is serene and rarely crowded. The restaurant serves a dedicated wellness menu with fresh juices, salads, and low-calorie options alongside regular meals. There is no rooftop restaurant but the ground floor dining area has large windows with a garden view. Ideal for anyone seeking rest and rejuvenation."
REV0110,HTL027,Royal Orchid Delhi,Delhi,3,3.1,2025,8848,310,199,25,1992,No,Yes,No,Yes,No,Family,3.4,4.4,3.3,3.7,Gym|Laundry|Bicycle Rental|Free Parking,Golf Course,0.9,Siddharth Roy,3.5,2024-06-06,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0111,HTL027,Royal Orchid Delhi,Delhi,3,3.1,2025,8848,310,199,25,1992,No,Yes,No,Yes,No,Family,3.4,4.4,3.3,3.7,Gym|Laundry|Bicycle Rental|Free Parking,Golf Course,0.9,Meera Pillai,3.3,2024-06-25,"The rooftop restaurant here is absolutely stunning. We had dinner with a full sea view — unobstructed horizon, the sound of waves, and a beautifully lit outdoor dining area. After dinner we took a dip in the rooftop infinity pool which literally overlooks the ocean. The pool and the restaurant are on the same floor so you can switch between dining and swimming effortlessly. Food quality was exceptional, especially the grilled seafood platter. Staff was very attentive. Would recommend this to anyone looking for a sea view dining experience."
REV0112,HTL027,Royal Orchid Delhi,Delhi,3,3.1,2025,8848,310,199,25,1992,No,Yes,No,Yes,No,Family,3.4,4.4,3.3,3.7,Gym|Laundry|Bicycle Rental|Free Parking,Golf Course,0.9,Suresh Krishnan,4.0,2024-01-05,"The hotel's rooftop is its crown jewel. A full-service restaurant on top with 180 degree sea views and a heated infinity pool that seems to merge into the ocean. We had breakfast, lunch, and dinner all at the rooftop because we simply could not leave. The pool area has comfortable sunbeds and the staff serves poolside drinks and snacks. If you want sea view dining combined with a rooftop pool experience, this is the place."
REV0113,HTL027,Royal Orchid Delhi,Delhi,3,3.1,2025,8848,310,199,25,1992,No,Yes,No,Yes,No,Family,3.4,4.4,3.3,3.7,Gym|Laundry|Bicycle Rental|Free Parking,Golf Course,0.9,Anjali Nair,4.4,2024-01-22,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0114,HTL027,Royal Orchid Delhi,Delhi,3,3.1,2025,8848,310,199,25,1992,No,Yes,No,Yes,No,Family,3.4,4.4,3.3,3.7,Gym|Laundry|Bicycle Rental|Free Parking,Golf Course,0.9,Amit Verma,3.2,2024-11-14,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0115,HTL028,The Hillside Manor Pune,Pune,4,3.3,2148,5229,553,240,9,2003,Partially,No,No,Yes,Yes,Seniors,5.0,3.1,3.0,4.9,Room Service|Bar|Laundry|Rooftop Lounge|Spa,City Museum,5.1,Kavya Iyer,3.8,2024-11-26,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0116,HTL028,The Hillside Manor Pune,Pune,4,3.3,2148,5229,553,240,9,2003,Partially,No,No,Yes,Yes,Seniors,5.0,3.1,3.0,4.9,Room Service|Bar|Laundry|Rooftop Lounge|Spa,City Museum,5.1,Meera Pillai,2.7,2024-12-02,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0117,HTL028,The Hillside Manor Pune,Pune,4,3.3,2148,5229,553,240,9,2003,Partially,No,No,Yes,Yes,Seniors,5.0,3.1,3.0,4.9,Room Service|Bar|Laundry|Rooftop Lounge|Spa,City Museum,5.1,Divya Choudhary,2.5,2024-02-28,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0118,HTL028,The Hillside Manor Pune,Pune,4,3.3,2148,5229,553,240,9,2003,Partially,No,No,Yes,Yes,Seniors,5.0,3.1,3.0,4.9,Room Service|Bar|Laundry|Rooftop Lounge|Spa,City Museum,5.1,Arjun Reddy,3.9,2024-10-13,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
REV0119,HTL029,Crimson Valley Lodge,Goa,3,4.9,753,16576,570,65,29,1991,Yes,No,No,Yes,No,Backpackers,4.5,3.4,4.4,3.2,Spa|Pet Friendly|Laundry|Restaurant|Rooftop Lounge|Airport Shuttle|Gym|Concierge|Swimming Pool,National Park,2.7,Amit Verma,2.9,2024-11-16,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0120,HTL029,Crimson Valley Lodge,Goa,3,4.9,753,16576,570,65,29,1991,Yes,No,No,Yes,No,Backpackers,4.5,3.4,4.4,3.2,Spa|Pet Friendly|Laundry|Restaurant|Rooftop Lounge|Airport Shuttle|Gym|Concierge|Swimming Pool,National Park,2.7,Karan Malhotra,4.4,2024-10-15,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0121,HTL029,Crimson Valley Lodge,Goa,3,4.9,753,16576,570,65,29,1991,Yes,No,No,Yes,No,Backpackers,4.5,3.4,4.4,3.2,Spa|Pet Friendly|Laundry|Restaurant|Rooftop Lounge|Airport Shuttle|Gym|Concierge|Swimming Pool,National Park,2.7,Suresh Krishnan,4.1,2024-10-11,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0122,HTL030,Emerald Bay Hotel Jaipur,Jaipur,4,3.8,1290,10500,257,200,34,1989,No,No,No,Yes,Yes,Groups,4.7,3.2,4.7,4.7,Free Parking|Pet Friendly|Conference Rooms|Kids Club|Bicycle Rental|Laundry|Swimming Pool|Concierge,Zoo,6.6,Priya Mehta,3.6,2024-06-23,"Booked the honeymoon package and it was absolutely perfect. Private candlelit dinner on the rooftop with the ocean as our backdrop. The pool was heated and we had it to ourselves in the evening — the hotel staff set up floats and chilled wine for us. Rose petals in the room, champagne on arrival, and a surprise dessert plate on our anniversary night. The rooftop restaurant has a curated tasting menu that was one of the best meals of our lives. Service was discreet, warm, and deeply thoughtful."
REV0123,HTL030,Emerald Bay Hotel Jaipur,Jaipur,4,3.8,1290,10500,257,200,34,1989,No,No,No,Yes,Yes,Groups,4.7,3.2,4.7,4.7,Free Parking|Pet Friendly|Conference Rooms|Kids Club|Bicycle Rental|Laundry|Swimming Pool|Concierge,Zoo,6.6,Amit Verma,3.8,2024-03-02,The hotel sits right on the lake and every room has a water view. The restaurant is built on a jetty that extends over the lake — dining above still water with mountains reflected in it is a surreal experience. It is not a sea view but the lake view is arguably more beautiful and peaceful. The pool is positioned at the edge of the property with the lake just beyond it. Boat rides are available at sunrise which we highly recommend. Great for couples and nature lovers.
